ResponseID,response,predicted_category,all_scores,has_protected,has_conflict,has_cross_conflict,validation_summary
207,understanding environmental conditions endurance launch recovery systems mission speed sensor performance rules engagement etc,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.25, 'Vehicle Capabilities And Constraints': 0.25, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.125, 'Threats And Risk Management': 0.125, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.25, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
207,understanding environmental conditions endurance launch recovery systems mission speed sensor performance rules engagement etc,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.25, 'Vehicle Capabilities And Constraints': 0.25, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.125, 'Threats And Risk Management': 0.125, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.25, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
208,rules engagement coverage inform timings,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.5, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.5, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
208,rules engagement coverage inform timings,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.5, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.5, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
209,time surface risk surfacing covert surface traffic accuracy,Navigation And Positioning,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.5, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.5, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
209,time surface risk surfacing covert surface traffic accuracy,Navigation And Positioning,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.5, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.5, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
210,rules engagement line spacing,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
210,rules engagement coordinate spacing,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
211,confidence route planning maintaining position,Navigation And Positioning,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 1.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
211,confidence route planning maintaining position,Navigation And Positioning,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 1.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
212,informs area operations informs assets required,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
212,informs area operations informs assets required,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
214,range host vessel range acoustic communications requirement safety vessel etc,Vehicle Capabilities And Constraints,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.5, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.25, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.25, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
214,range path vessel range acoustic communications requirement safety vessel etc,Vehicle Capabilities And Constraints,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.5, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.25, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.25, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
215,improves safety vehicle collision avoidance tactics route selection etc,Threats And Risk Management,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.4, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.6, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
215,improves safety vehicle collision avoidance tactics route selection etc,Threats And Risk Management,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.4, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.6, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
216,navigational hazards inform potential adversary influence,Threats And Risk Management,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.4, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.6, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
216,navigational hazards inform potential adversary influence,Threats And Risk Management,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.4, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.6, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
217,confidence understanding area operations,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
217,confidence understanding area operations,uncategorised,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
